This is a comma-delimited file constructed by integrating
records from multiple sources. The variables are:
Protraction, Region, Gas, Oil, Date
   West  Cameron  Area,central33498873,"475,111",2002-03-01
   West  Cameron  Area,CENTRAL35847188,"482,243"
West Cameron Area,CENTRAL37719616,"566,704",2002-05-01
West Cameron Area,Central36129086,"557,289",2002-06-01
West Cameron Area,Central35607264,"513,7O8",2002-07-01
   West  Cameron  Area,central,,,2002-08-01
   West  Cameron  Area,CENTRAL31781571,"414,423"
   West  Cameron  Area,CEntral
   West  Cameron  Area,Central35076212,"468,845",2002-11-01
   West  Cameron  Area,CENTRAL35319005,"458,219"
West Cameron Area,CENTRAL34985599,"435,073",2003-01-01
   West  Cameron  Area,CEntral32978555,"412,631"
   West  Cameron  Area,CEntral
West Cameron Area,Central36197559,"469,O44",2003-04-01
   West  Cameron  Area,central35242970,"394,263",2003-05-01
   West  Cameron  Area,CEntral33611714,"418,452"
   West  Cameron  Area,CENTRAL31071005,"379,622"
   West  Cameron  Area,central,,,2003-08-01
   West  Cameron  Area,central,,,2003-09-01
West Cameron Area,Central33254358,"399,728",2003-10-01
   West  Cameron  Area,CEntral
West Cameron Area,Central33432840,"474,113",2003-12-01
West Cameron Area,Central33225762,"399,262",2004-01-01
West Cameron Area,CENTRAL31300636,"364,882",2004-02-01
   West  Cameron  Area,CEntral32152317,"367,433"
   West  Cameron  Area,CEntral
West Cameron Area,Central30850110,"349,693",2004-05-01
West Cameron Area,Central29113809,"362,381",2004-06-01
West Cameron Area,Central30796751,"346,612",2004-07-01
West Cameron Area,Central30346165,"375,387",2004-08-01
West Cameron Area,Central29630906,"402,749",2004-09-01
   West  Cameron  Area,CEntral31167430,"421,186"
West Cameron Area,CENTRAL29083402,"423,537",2004-11-01
   West  Cameron  Area,central29048165,"375,784",2004-12-01
West Cameron Area,Central29211029,"425,264",2005-01-01
   West  Cameron  Area,CEntral26578671,"349,931"
West Cameron Area,Central28866305,"369,763",2005-03-01
   West  Cameron  Area,central27062853,"379,824",2005-04-01
West Cameron Area,Central27911306,"397,114",2005-05-01
West Cameron Area,Central27479978,"354,557",2005-06-01
   West  Cameron  Area,central26088404,"330,189",2005-07-01
West Cameron Area,CENTRAL22147724,"301,231",2005-08-01
   West  Cameron  Area,CENTRAL14808452,"194,939"
   West  Cameron  Area,central2796542,"91,591",2005-10-01
West Cameron Area,Central11637951,"124,432",2005-11-01
West Cameron Area,CENTRAL16431017,"157,401",2005-12-01
   West  Cameron  Area,Central18729362,"272,949",2006-01-01
   West  Cameron  Area,central,,,2006-02-01
   West  Cameron  Area,central15829953,"160,016",2006-03-01
   West  Delta  Area,Central12737299,"2,221,709",1996-01-01
   West  Delta  Area,CEntral12532416,"2,238,670"
   West  Delta  Area,central14065372,"2,307,075",1996-03-01
   West  Delta  Area,CEntral13472691,"2,224,741"
   West  Delta  Area,central13746981,"2,193,796",1996-05-01
West Delta Area,Central13928913,"2,O92,225",1996-06-01
West Delta Area,Central14537587,"2,O8O,146",1996-07-01
West Delta Area,CENTRAL15311059,"2,282,755",1996-08-01
   West  Delta  Area,CEntral
West Delta Area,Central13254233,"2,039,282",1996-10-01
   West  Delta  Area,central13463314,"2,089,092",1996-11-01
West Delta Area,Central13583935,"2,182,126",1996-12-01
   West  Delta  Area,central,,,1997-01-01
   West  Delta  Area,CEntral
West Delta Area,CENTRAL14787238,"2,149,996",1997-03-01
West Delta Area,Central13673127,"2,O72,883",1997-04-01
   West  Delta  Area,CEntral
   West  Delta  Area,central11521833,"1,803,714",1997-06-01
   West  Delta  Area,central,,,1997-07-01
   West  Delta  Area,central,,,1997-08-01
   West  Delta  Area,central,,,1997-09-01
West Delta Area,Central13629401,"2,145,258",1997-10-01
West Delta Area,Central14066525,"2,14O,451",1997-11-01
West Delta Area,CENTRAL14641284,"2,217,744",1997-12-01
West Delta Area,CENTRAL14479859,"2,238,491",1998-01-01
   West  Delta  Area,central12727974,"1,764,656",1998-02-01
   West  Delta  Area,central14993667,"1,868,781",1998-03-01
West Delta Area,Central13983618,"1,795,493",1998-04-01
   West  Delta  Area,CEntral14415690,"1,872,061"
West Delta Area,Central12871899,"1,831,758",1998-06-01
West Delta Area,Central13571984,"2,O23,613",1998-07-01
   West  Delta  Area,CEntral
West Delta Area,Central9355577,"1,412,2O4",1998-09-01
   West  Delta  Area,CENTRAL12244325,"1,916,746"
   West  Delta  Area,CENTRAL13102844,"1,855,182"
West Delta Area,CENTRAL13765018,"1,905,164",1998-12-01
   West  Delta  Area,Central13804847,"1,960,513",1999-01-01
   West  Delta  Area,Central12076978,"1,788,588",1999-02-01
   West  Delta  Area,central13241455,"1,940,315",1999-03-01
West Delta Area,CENTRAL12737291,"1,891,146",1999-04-01
West Delta Area,Central12590123,"1,910,075",1999-05-01
West Delta Area,CENTRAL11773766,"1,890,419",1999-06-01
West Delta Area,Central12392244,"2,136,185",1999-07-01
West Delta Area,Central11704862,"2,OO1,463",1999-08-01
West Delta Area,Central12285401,"2,O23,576",1999-09-01
   West  Delta  Area,Central13486222,"2,160,839",1999-10-01
West Delta Area,Central12985831,"1,973,982",1999-11-01
   West  Delta  Area,Central12721408,"1,899,218",1999-12-01
West Delta Area,Central12254547,"1,898,459",2000-01-01
   West  Delta  Area,CEntral
   West  Delta  Area,central11437781,"1,976,064",2000-03-01
West Delta Area,Central10705950,"1,7O5,131",2000-04-01
West Delta Area,CENTRAL11944151,"1,874,710",2000-05-01
West Delta Area,Central11742175,"1,782,034",2000-06-01
   West  Delta  Area,central11469681,"1,730,418",2000-07-01
   West  Delta  Area,central11479006,"1,686,214",2000-08-01
   West  Delta  Area,central12111372,"1,631,562",2000-09-01
   West  Delta  Area,CEntral
West Delta Area,CENTRAL12966201,"1,608,454",2000-11-01
   West  Delta  Area,central,,,2000-12-01
West Delta Area,Central14151316,"1,59O,336",2001-01-01
   West  Delta  Area,central12392835,"1,456,339",2001-02-01
West Delta Area,Central12337517,"1,557,574",2001-03-01
   West  Delta  Area,CEntral
West Delta Area,Central13261744,"1,586,222",2001-05-01
   West  Delta  Area,CENTRAL11542881,"1,520,355"
   West  Delta  Area,central11541494,"1,562,532",2001-07-01
West Delta Area,CENTRAL10899607,"1,553,637",2001-08-01
West Delta Area,Central10660991,"1,536,458",2001-09-01
West Delta Area,Central11065063,"1,642,953",2001-10-01
   West  Delta  Area,CEntral
West Delta Area,CENTRAL10747455,"1,585,254",2001-12-01
West Delta Area,CENTRAL10390427,"1,449,488",2002-01-01
West Delta Area,CENTRAL8599363,"1,267,906",2002-02-01
   West  Delta  Area,CEntral
West Delta Area,Central10114238,"1,567,796",2002-04-01
West Delta Area,Central9788701,"1,63O,89O",2002-05-01
West Delta Area,Central8547199,"1,553,7O9",2002-06-01
   West  Delta  Area,central8203346,"1,483,604",2002-07-01
West Delta Area,Central8733434,"1,549,787",2002-08-01
West Delta Area,Central6854151,"1,217,927",2002-09-01
   West  Delta  Area,CENTRAL6715592,"1,079,021"
West Delta Area,CENTRAL8498670,"1,480,215",2002-11-01
   West  Delta  Area,central,,,2002-12-01
West Delta Area,Central9836697,"1,379,7O7",2003-01-01
West Delta Area,Central9251363,"1,246,113",2003-02-01
   West  Delta  Area,Central10644022,"1,419,254",2003-03-01
   West  Delta  Area,CENTRAL9446131,"1,386,647"
West Delta Area,Central9255096,"1,397,950",2003-05-01
   West  Delta  Area,CEntral
West Delta Area,Central8664261,"1,293,622",2003-07-01
   West  Delta  Area,central,,,2003-08-01
West Delta Area,CENTRAL8161323,"1,342,145",2003-09-01
   West  Delta  Area,central,,,2003-10-01
   West  Delta  Area,central7446145,"1,261,869",2003-11-01
West Delta Area,CENTRAL7620929,"1,319,651",2003-12-01
West Delta Area,Central7051539,"1,154,857",2004-01-01
West Delta Area,Central6482403,"1,O82,715",2004-02-01
West Delta Area,CENTRAL6819593,"1,148,811",2004-03-01
West Delta Area,CENTRAL6590330,"1,080,542",2004-04-01
West Delta Area,Central6715837,"1,122,437",2004-05-01
West Delta Area,Central6677604,"1,1OO,7O7",2004-06-01
   West  Delta  Area,CEntral
West Delta Area,Central6070587,"994,678",2004-08-01
   West  Delta  Area,Central4696209,"725,375",2004-09-01
   West  Delta  Area,Central5786768,"968,687",2004-10-01
   West  Delta  Area,central5656338,"970,454",2004-11-01
   West  Delta  Area,central,,,2004-12-01
West Delta Area,CENTRAL5795575,"987,189",2005-01-01
   West  Delta  Area,CEntral
   West  Delta  Area,central,,,2005-03-01
West Delta Area,CENTRAL5696477,"931,628",2005-04-01
   West  Delta  Area,central6030614,"974,696",2005-05-01
   West  Delta  Area,central,,,2005-06-01
   West  Delta  Area,CENTRAL4725337,"773,584"
West Delta Area,Central4508891,"764,532",2005-08-01
   West  Delta  Area,central211,0,2005-09-01
West Delta Area,Central1232063,"144,387",2005-10-01
   West  Delta  Area,central1948645,"246,774",2005-11-01
   West  Delta  Area,CEntral
   West  Delta  Area,CEntral
   West  Delta  Area,central2294722,"292,011",2006-02-01
   West  Delta  Area,CENTRAL3129276,"315,661"
   Alaminos  Canyon,western19684,"12,980",2000-09-01
Alaminos Canyon,Western389970,"2OO,169",2000-10-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,WESTERN503859,"496,495",2000-12-01
Alaminos Canyon,Western774315,"664,832",2001-01-01
Alaminos Canyon,Western723745,"624,294",2001-02-01
   Alaminos  Canyon,western1038365,"837,902",2001-03-01
   Alaminos  Canyon,western1215063,"938,272",2001-04-01
Alaminos Canyon,WESTERN884417,"655,569",2001-05-01
Alaminos Canyon,Western660480,"559,429",2001-06-01
   Alaminos  Canyon,WEstern576067,"660,385"
Alaminos Canyon,WESTERN950772,"977,469",2001-08-01
Alaminos Canyon,WESTERN1139714,"1,069,330",2001-09-01
Alaminos Canyon,Western1407158,"1,278,998",2001-10-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,Western2474444,"1,571,517",2001-12-01
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,WEstern2631603,"1,558,858"
   Alaminos  Canyon,western2415443,"1,863,008",2002-03-01
Alaminos Canyon,Western2052967,"1,727,753",2002-04-01
Alaminos Canyon,Western1765469,"1,779,559",2002-05-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,WESTERN1461537,"1,387,021",2002-07-01
   Alaminos  Canyon,Western1374670,"1,355,748",2002-08-01
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,western1297927,"1,172,315",2002-10-01
   Alaminos  Canyon,western1209237,"1,105,991",2002-11-01
   Alaminos  Canyon,western,,,2002-12-01
Alaminos Canyon,Western1189657,"1,046,430",2003-01-01
Alaminos Canyon,Western937818,"825,883",2003-02-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,WESTERN1092548,"893,289",2003-04-01
   Alaminos  Canyon,western1001758,"923,698",2003-05-01
Alaminos Canyon,WESTERN893067,"917,951",2003-06-01
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,western,,,2003-08-01
Alaminos Canyon,Western821666,"799,248",2003-09-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,WESTERN723397,"766,019",2003-11-01
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,western,,,2004-01-01
Alaminos Canyon,Western884505,"693,922",2004-02-01
Alaminos Canyon,WESTERN1512532,"836,618",2004-03-01
   Alaminos  Canyon,WESTERN2012449,"787,277"
Alaminos Canyon,WESTERN1977250,"777,027",2004-05-01
   Alaminos  Canyon,Western2068773,"739,622",2004-06-01
   Alaminos  Canyon,WESTERN2077117,"761,696"
Alaminos Canyon,WESTERN2206197,"778,465",2004-08-01
   Alaminos  Canyon,western2243299,"783,710",2004-09-01
Alaminos Canyon,Western2202639,"779,348",2004-10-01
   Alaminos  Canyon,western2124660,"737,268",2004-11-01
Alaminos Canyon,WESTERN2088289,"736,780",2004-12-01
Alaminos Canyon,Western1868202,"707,597",2005-01-01
Alaminos Canyon,WESTERN1744825,"619,771",2005-02-01
Alaminos Canyon,WESTERN1855871,"669,353",2005-03-01
Alaminos Canyon,WESTERN1665509,"627,787",2005-04-01
Alaminos Canyon,WESTERN1579081,"642,949",2005-05-01
   Alaminos  Canyon,western1377638,"585,637",2005-06-01
Alaminos Canyon,Western1358478,"563,O2O",2005-07-01
Alaminos Canyon,Western1373804,"590,325",2005-08-01
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,WEstern
   Alaminos  Canyon,western1129220,"562,258",2005-11-01
Alaminos Canyon,Western1149107,"560,616",2005-12-01
   Alaminos  Canyon,WEstern
Alaminos Canyon,WESTERN1087419,"466,266",2006-02-01
   Alaminos  Canyon,WEstern1075682,"507,490"
Brazos Area,Western14892459,"39,917",1996-01-01
Brazos Area,WESTERN13494674,"22,436",1996-02-01
   Brazos  Area,WEstern
   Brazos  Area,western14135121,"31,876",1996-04-01
   Brazos  Area,Western14173448,"21,665",1996-05-01
Brazos Area,WESTERN13073277,"24,813",1996-06-01
   Brazos  Area,WEstern
   Brazos  Area,western14321278,"28,657",1996-08-01
   Brazos  Area,Western13456163,"29,033",1996-09-01
Brazos Area,WESTERN13065973,"26,237",1996-10-01
   Brazos  Area,WEstern
Brazos Area,Western13084854,"27,661",1996-12-01
Brazos Area,WESTERN12448309,"24,132",1997-01-01
Brazos Area,Western10845547,"20,170",1997-02-01
Brazos Area,Western12555721,"3O,87O",1997-03-01
   Brazos  Area,Western12016485,"21,733",1997-04-01
   Brazos  Area,WEstern
   Brazos  Area,WEstern
   Brazos  Area,western12955451,"20,773",1997-07-01
   Brazos  Area,Western12623909,"28,615",1997-08-01
   Brazos  Area,WEstern
   Brazos  Area,western,,,1997-10-01
Brazos Area,Western11841564,"18,130",1997-11-01
   Brazos  Area,western12031212,"21,101",1997-12-01
Brazos Area,WESTERN11362302,"28,871",1998-01-01
   Brazos  Area,western,,,1998-02-01
   Brazos  Area,western10763071,"32,918",1998-03-01
   Brazos  Area,WEstern
Brazos Area,Western10575635,"16,468",1998-05-01
Brazos Area,Western10101253,"24,579",1998-06-01
   Brazos  Area,western10501521,"17,829",1998-07-01
Brazos Area,Western10178600,"17,445",1998-08-01
   Brazos  Area,WESTERN8892132,"23,278"
   Brazos  Area,WESTERN10138788,"15,736"
   Brazos  Area,western,,,1998-11-01
Brazos Area,Western9603714,"22,121",1998-12-01
Brazos Area,Western9680181,"25,680",1999-01-01
Brazos Area,Western8424493,"2O,O9O",1999-02-01
Brazos Area,WESTERN10311908,"25,418",1999-03-01
Brazos Area,Western10081685,"21,O93",1999-04-01
Brazos Area,Western10480631,"24,489",1999-05-01
Brazos Area,Western9719302,"22,643",1999-06-01
   Brazos  Area,western,,,1999-07-01
Brazos Area,WESTERN9312104,"18,876",1999-08-01
Brazos Area,WESTERN8743377,"16,814",1999-09-01
   Brazos  Area,WEstern
Brazos Area,WESTERN10406650,"19,724",1999-11-01
   Brazos  Area,WEstern
Brazos Area,WESTERN8421661,"16,597",2000-01-01
   Brazos  Area,WESTERN8050952,"29,181"
Brazos Area,WESTERN8676270,"22,085",2000-03-01
   Brazos  Area,WEstern8555347,"16,211"
   Brazos  Area,western8561919,"15,493",2000-05-01
Brazos Area,Western8793672,"22,586",2000-06-01
Brazos Area,Western8887502,"23,8O8",2000-07-01
   Brazos  Area,Western8818150,"25,973",2000-08-01
   Brazos  Area,western,,,2000-09-01
Brazos Area,WESTERN8409544,"20,741",2000-10-01
   Brazos  Area,western7954045,"16,968",2000-11-01
   Brazos  Area,WESTERN7761409,"13,977"
   Brazos  Area,western7761668,"16,514",2001-01-01
   Brazos  Area,WEstern
   Brazos  Area,WESTERN7530906,"24,263"
   Brazos  Area,western7051328,"22,693",2001-04-01
Brazos Area,Western7666170,"16,773",2001-05-01
   Brazos  Area,WEstern
Brazos Area,Western7514622,"17,745",2001-07-01
   Brazos  Area,WESTERN7471704,"12,456"
Brazos Area,WESTERN7265800,"28,766",2001-09-01
   Brazos  Area,WESTERN7545832,"16,102"
   Brazos  Area,WESTERN6750297,"12,164"
   Brazos  Area,western7123882,"26,031",2001-12-01
Brazos Area,Western7156146,"18,246",2002-01-01
   Brazos  Area,western6567591,"16,032",2002-02-01
Brazos Area,Western7516273,"24,806",2002-03-01
   Brazos  Area,western,,,2002-04-01
   Brazos  Area,western8060438,"19,514",2002-05-01
   Brazos  Area,western8379532,"5,007",2002-06-01
   Brazos  Area,Western8232271,"14,659",2002-07-01
   Brazos  Area,western,,,2002-08-01
Brazos Area,Western8775438,"15,52O",2002-09-01
Brazos Area,WESTERN8445383,"15,254",2002-10-01
Brazos Area,WESTERN8436320,"18,152",2002-11-01
   Brazos  Area,western,,,2002-12-01
   Brazos  Area,WEstern8859158,"19,261"
Brazos Area,WESTERN8261295,"25,346",2003-02-01
Brazos Area,WESTERN9366893,"14,220",2003-03-01
Brazos Area,Western10005401,"13,655",2003-04-01
   Brazos  Area,WEstern10045073,"15,175"
   Brazos  Area,western9999608,"13,059",2003-06-01
Brazos Area,WESTERN9510460,"15,340",2003-07-01
Brazos Area,Western10098178,"14,OO6",2003-08-01
Brazos Area,WESTERN9943403,"17,141",2003-09-01
   Brazos  Area,Western10214559,"12,991",2003-10-01
   Brazos  Area,western9784970,"14,602",2003-11-01
   Brazos  Area,WEstern
   Brazos  Area,WEstern10123267,"14,568"
Brazos Area,Western6552609,"8,O12",2004-02-01
   Brazos  Area,WEstern
   Brazos  Area,WEstern
   Brazos  Area,western8877553,"10,620",2004-05-01
   Brazos  Area,WEstern
   Brazos  Area,western8335653,"9,744",2004-07-01
Brazos Area,Western7764033,"9,255",2004-08-01
   Brazos  Area,WESTERN7444182,"7,494"
Brazos Area,WESTERN7414984,"9,253",2004-10-01
Brazos Area,Western7029913,"6,614",2004-11-01
Brazos Area,WESTERN7089189,"7,992",2004-12-01
   Brazos  Area,Western7137842,"8,683",2005-01-01
   Brazos  Area,WEstern
Brazos Area,Western7168058,"9,821",2005-03-01
Brazos Area,Western6895321,"8,8O4",2005-04-01
Brazos Area,Western6761824,"7,155",2005-05-01
   Brazos  Area,western,,,2005-06-01
Brazos Area,WESTERN4563602,"6,246",2005-07-01
Brazos Area,WESTERN4434231,"7,720",2005-08-01
Brazos Area,WESTERN3784259,"4,998",2005-09-01
   Brazos  Area,Western4593936,"8,720",2005-10-01
   Brazos  Area,WEstern
Brazos Area,Western4256367,"5,21O",2005-12-01
Brazos Area,Western3873076,"4,399",2006-01-01
Brazos Area,WESTERN3626149,"6,244",2006-02-01
   Brazos  Area,WEstern3989818,"5,981"
East Breaks,WESTERN1065196,"160,177",1996-01-01
   East  Breaks,WESTERN1036158,"151,416"
East Breaks,Western931398,"149,7OO",1996-03-01
   East  Breaks,western799395,"142,769",1996-04-01
   East  Breaks,western,,,1996-05-01
   East  Breaks,WEstern
   East  Breaks,WEstern1688968,"154,025"
East Breaks,Western1481569,"175,459",1996-08-01
   East  Breaks,WESTERN1147355,"129,404"
   East  Breaks,western1347828,"153,836",1996-10-01
   East  Breaks,western1347390,"179,718",1996-11-01
East Breaks,WESTERN1394323,"194,086",1996-12-01
East Breaks,Western1363961,"199,99O",1997-01-01
East Breaks,Western1095146,"191,621",1997-02-01
East Breaks,Western1233083,"214,528",1997-03-01
